order_id,product_id,seller_id,price,shipping_charges
sAeq03RRWJlh,OKSGQHSP60ne,X5fhqRmuvQ9Z,2990,27.36
oG25D2KOljsN,YBrfIXfqyzY7,K0qPVGdA91KO,44.63,150.8
Y4W0BaZ51hK7,KxEN8vKzxwkk,yrRN2gKIgYet,98.44,18.71
r79r8QAd20zn,ssZQDTdv1ISb,Zj36u9uWzYUi,49.76,38.53
xdmOz14WDkNo,GP5mIMKK1x8G,hB0eH2oAUtkk,40.8,48.28
p2w6YRIh2lX5,KvidPAEAVI5p,Mhg6gqpiKkO7,26.99,47.55
y0YXS9WECOsm,0eSlsvSF9ddD,v7C619QzbXVy,109.6,51.45
ePUnLQcX378X,SESkOgF0nWnh,YVBAT3QqF9Qj,89.1,23.75
xLv8TCOcDRja,Nfe3KW9D3aB1,BGPWBRIq3VJB,55.83,86.41
5KikiguTIJxi,zRtWGsPGkBNx,YYXMiqTJbeNf,729.99,92.88
UjWlSsOvMunI,Jxx3BrOMtFiX,5ogCnwzSomBT,225.65,29.2
FcTFYOZdVIPb,qdRzLs4SKZJW,taFg55N5hMKg,14.5,8.13
jfawnBBdNXW7,1iLMUZGtehpn,Sw86en7yweGi,959.99,50.28
2z3QE8ykS6G6,YOSu16G3lp95,PkVQVIBT1CUo,152.72,161.82
hQHdVu2sbmx6,AmC7zVwdE0s9,yGbPyLPc8PmT,57.89,47.55
OpGFeXtdj7nX,qmnz65fq3lSU,7JtHJ8kiNtes,111.27,29.68
0Re5Spb4iFca,LdHp6xShyzsN,xeWVu6d99qTQ,31,6.15
MxmcZw4pFDum,Zi9DvAJMTNK7,AQc9GKfgidV6,120.49,70.34
PpeesJBkOaTQ,SAOblx2mMW18,zPSCpHFnSfys,136.9,6.64
2mCF9Qq5JA0K,Jhcat9WVor5r,NFUo7mzHc8co,36.2,16.39
Hzc80QNBH5b7,mMADZJwrkhiM,ScwaavHd7Xqh,454.99,12.95
lvhLGqRpRQ9l,3FuiLuhWHrX1,8CQ9epWunOJD,254.9,42.02
LgX87UjBx5Uq,EOAaGJ0oiMmN,mlEXWDSLFI8W,33.8,94.93
vkhyJLZVeDlY,liUAjl6NALWl,RKad98cTxhSb,42.79,55.16
CXGd1TZ83Lqq,0CPQNBoV9ob3,u3MhLPomw5UN,68.1,106.67
raY7LnImf4YC,w5mMIm9sTgV4,q1Q2n7nr6h9B,58.71,28.62
vfVPJYLuheO1,8tjp9Zke4Ihe,OnC6iPAbNc8Z,475.6,22.97
LSxM8LyaxuCq,i10BtlKMkpvy,7KovPWNcMm5O,29.01,41.73
vZqMaYwuLr3S,1YhoLFNHMplb,oI8R7WsNWWBc,156.3,47.55
PzjRvjkAchRE,tAiTqs6lXWG1,TS138RFieWKn,83.88,38.3
qTSdp389nzzW,Pb29t2XBfP6Q,2a07LobkzHUx,692,110.14
ZINGGVvn67HZ,fYBAwpuby5pz,BnvXJ0H2aMk7,51.63,44.84
rDmHn42asc0j,hPxbivder7qs,783CRaGkNtcx,100,6.38
VxUGrNCLLdYi,2m67LSn6k958,AvTLykupHOIB,97.44,30.66
YZpF4vLSjkKn,KGmqPGk8xh9d,yKLv906bPfTs,170.7,60.07
vf6uiRPeifs0,Y8SSC5QMYNC2,RFMenJSKu8hK,509.99,6.08
2meHPtH0sBXq,f3wl6uS1uCFQ,dueCajRNsGcT,31.58,87.58
7Cpbb2Bb2tqE,PJK0PZHlnDCu,9fFFM6RBxCkT,13.89,67.14
SmXZE8ADedCW,Vbo0BsSUCw7I,n8X3vbGWI2PW,36.3,11.84
o0MePg6Vsjtd,DXeIJE6ARr3Q,XePbD5Ocm6Yk,244.69,194.55
ecwltjwbhKy3,JynJkiDDCsNR,SgeUigb5Vbiv,125.46,24.44
yKDIdgM8WFdz,hWN8oyEHKv6p,A7s2wiNKJ3HW,16.89,6.15
9SGLROCyu49t,6lptOMF6Lbf2,vozTKf0tG9Yi,849.5,12.63
H5pYnCSFkzXG,wP9GtrOZhHAJ,A9nE56wbxNgP,116.11,33.74
jm7hzoBSH5ov,nuF73WjvQjvq,Bn0rKfmMycWE,234.9,39.28
E8bEaZ3ToDxq,54pOlVzLvHwm,BWczKEOZMEFy,2899,70.34
DY2D9uOFaz69,QRZUjFZDGDX0,qcDsSG0VyUS9,60.09,77.1
ESfNXBWr8K0u,CSZNtvlzL6O7,N6rpW1mKL1wz,80,6.77
CwN3m2MlYkT9,bFMssPOBJiPp,cdFuckm1t0Np,676.97,79.39
ZBSjSdKIXtxI,kbaoSmgfO9zQ,yGbPyLPc8PmT,14.1,55.54
RepFH3apgjvG,Qq58w1JJ13ud,oMX7XDg7PCkP,126.69,6.87
WGSNdmUmB4Eg,UgkSjxoiV9Ev,UOGIrJtSldvd,56.89,28.61
uwMj50GV83BY,Reh3eXLIhXXM,zYraCtH9cCVt,223.87,137.13
I1SHjNqiPp2x,29SK7AZTBsas,tjn9TXOjEGlU,19.33,23.6
wQIC1Fv3kbNv,9xv5TRs3XoVg,R4J11JRqtn5M,614.99,24.79
M1CD6MRDtElk,IkgGn9HxKC7r,TuPm19CMKvrM,114.89,12
2pAHDYulNpS4,ziBmQFvlstbc,3RErtNzohFr9,89.57,2.46
5HzkXb6bsoEK,UIah81Drur0j,ruq0u2ZpAMDr,128.99,54.42
fsgOD7KhUPbC,6j4aO09lRz2o,e04MSACAuPpW,820.05,20.9
VXAtLHTyJfnb,9QsZGHdJFbkI,oQyUxx4bRXw9,222.98,48.77
33hf9BeM2xsl,4UAMYh9afv1Q,kiirS0of7bJI,167,55.54
VMY9b55qOBfr,7WcIfhLWmvg0,Hvqvzx84Y4bC,199.96,42.9
8s6FihqV8Med,akZjV5uMtTOT,yGbPyLPc8PmT,2899,47.55
vDSaCBPcQ3Ie,vPIVB9jj8zpb,J3sihYKZ7eem,679,91.74
UBQ1SPANGRyw,ZUu6bBXZ9NAT,bI5cDrYjs9Qa,13.97,60.58
5uzvoibX8FHC,bl45045JCEyJ,V8Stg8HdXCTe,399.2,32.34
VqyZ6AUjmqsW,l1LhQgdUOVBc,WTbhLip6Y9IF,741.82,18.18
dcRmdVPaLbev,EO3cDZzaD0fz,Y6oJtGnt1biO,24.62,20.9
cl3E8qDk7F1J,imtp46SfJO65,YlP5976VHgAM,719.9,26.24
K7LYTRlYmqtl,wnz26VweLGjo,x7dLy2nN7QGy,405.9,66.36
bk8FRhBPYMRp,Fdk2TxRXDOF9,Sw86en7yweGi,111.27,10.32
IKTPbNd2qqVT,DMDFjSf6cBl1,8cMMpAAFEsxE,144.97,20.9
BdGzmn2R6z0l,iob3yttgEm2B,u04WrX2tVmyM,104.4,59
frlMnNZkwIfK,Dpy0ivGUIZbf,A7s2wiNKJ3HW,49.13,70.82
vkJkawHwMxHz,c39Kv9uyK7hC,80PfrXwjDKzL,518.18,28.31
MkclTFFe4Mf5,5p34yHlx2OtC,UOGIrJtSldvd,518.18,38.63
XZqvwXONvpUO,v2ZwyydOM1YI,2UV2zaeUhNyA,189.05,44.04
txD5t3ZhTLa1,dSJez7xaNO2s,izwnS1Asum9o,101.75,35.75
ZcGHN6kqHOhf,qDgjT36KwfcF,HPuxRyj1uNUP,128.99,49.36
kRLCwzhXYIob,jyqvHPkDKFDV,DHOPtCppeECW,117.4,60.79
WQMrpWAFf987,AMKIgKd1s17B,TuPm19CMKvrM,28.55,14.01
LsXC0OpFSno8,0XSYYT1BT5Iv,yGbPyLPc8PmT,1899,32.34
KpzPtypPHb4n,Ihzi06c6uf0X,ENekhljjhevR,150.82,109.94
qg2zjaeExjFd,pXXEJfaptfew,Rvum5utfPG0m,692,82.01
9La1YDy9PDH7,ns2W26cddyRP,WTbhLip6Y9IF,14.39,53.36
NSa3Od0wvDIf,yJ6gQm1a0jSJ,WC3AzGT7OMa6,47.91,23.6
UtCLDzcPKksZ,CZvpVACyEgnx,YlP5976VHgAM,719.9,82.7
FmcDEeFEMirN,oC5Myk2d0pMa,aSRv80tpl4tj,184.9,22.34
L5XVCh28ClDT,1LoGNpatQYCz,TuPm19CMKvrM,117.56,43.69
vnESuMvq0gJ7,GzRamzatLtUt,4rtH6c1PSmrF,28.82,63.14
J7spWAMqSQ0u,y85unw4ZCrwp,VQ8ufaMXB2L1,101.45,25.34
07B7qmxrDGYe,LkJZLIe0C1Tq,rA6aq9wj3MEo,13.97,2.01
av6Tdw2WjbKI,tVCHvQkyrQ1u,sctM1gOcIn3a,17.99,7.61
ZiMlNZS9dLPd,0vbEvli2JYJu,RKad98cTxhSb,95.03,63.22
SEhajO7m1yIV,e6HtaJ8b2Qp2,l1pYW6GBnPMr,820,21.98
tZTPLoywD0xj,Hh61P9XhdxJT,zhKBSmYNDuJd,2399,8.43
9RuJH0PRjrgX,Txae1nVVZGyq,1tQEjUJuOyJ8,597.89,60.28
nIzOcud2amwA,Ar8KJpbbLJAt,fLkrsm0c0gUu,161.25,132.94
cmiKKR0A9HSt,a7GwjDDa4Qa0,UOGIrJtSldvd,518.18,6.87
mbN9roprNTCw,eg3afeqnTZNy,3k8LOQ1gSUEN,698.9,20.9
RhENPdobe1Q2,qiU6uljqd8aK,tNJnfkCxzhmN,117.56,78.84
tB8HzdNROffu,BaaWUXeFWSkl,K0qPVGdA91KO,620.1,157.5
G85buXQCXYiN,hM3tciLSO1eP,tPNOMqIxsdYf,38.95,29.18
M067kENOsvgu,wGeVS277GIME,CnKPp1VuEALN,113.49,24.79
zNEu6j2vBjPW,PQfItRcmlj1l,YVBAT3QqF9Qj,282,41.48
afX9uxRMN8Jc,bw7R2cl96E5V,ygJs6VPSMZTk,60.99,90.26
8BF8oYtscDaU,vnbAwsTium5a,iiXgE50iwJoX,659.49,38.66
znQ2QzFWmdUe,rxbw59nGUOWD,XLxN4hdOlYco,820,61.32
rHYNNu059nhA,Cf0ozOaWfJyb,MxsQfJ8V3Wj7,399.2,20.9
qTXw5zbyqjpU,EG4wDSpFyTth,TuPm19CMKvrM,319.29,35.78
PCtHnOq1BC9V,kRcgxcK8tivA,9fFFM6RBxCkT,27.93,17.06
c9DSxLKcNwi5,ZUBR7Bz5pw55,AvTLykupHOIB,419.9,47.55
dxK3R5MGW8JK,vgWxxs3UCQKT,NuwLRiZXn8kj,56.89,45.85
ifspIHXw4Vv3,5J7az1rwth4i,yGbPyLPc8PmT,1094.04,6.44
BhQJxQCNl71P,L6hOpvbiwzZ2,rA6aq9wj3MEo,329.93,75.26
jAFPDZeBTGDZ,NsfeYmlD6FXr,0IrmNDkZ8lJi,127.77,34.33
9GwHdP5EhH6q,s284eb92Zw1i,UmQttOWjmUMt,95.03,56.65
uDPbKOjxCsAW,DH1vAsb4zM8I,ux1d7N0zioFv,33,14.36
NsRC22nGBQMs,FB77hG7UfaiV,cFovkr5GFkYK,56.89,34.22
ceUW9thT4DiA,HowzGOP7qKip,BWczKEOZMEFy,2899,47.55
Y3WY9sDDUYOx,3En0uPplug4b,3jwvL6ihC45G,128.99,87.77
T8YI85geor0C,hmb2Kxrb4LXF,7mxE7OgCXrJZ,75.25,20.48
Mf5L5vdWqvve,QZuDcoOUcH6V,MdWxBEep7ZnV,259.4,2.58
SXEMmKlRIQUe,1lhV4UK6Zeej,7afyCfXk0O0m,111.27,40.16
IFNS2oWKYqbc,7xyu0SQMZd3Q,fPCae5a96bO4,399.2,17.44
nVHSQkdjou63,2zO3dG94nGiX,WTbhLip6Y9IF,106.6,19.51
V4Dk9kUic6WX,uY9PdYWgWxH7,1tQEjUJuOyJ8,87.99,21.76
isLhxWbTWPQ8,GvBzGCvvIC2D,v4i9GZGfxgTZ,679,123.8
K4MNFcTqnEps,gNcGWEuRXEQ8,aJGB4B9Fdggp,538.9,47.41
vZx4a0MJ3nb4,eEOwSgW8meoJ,ceLyg2V6lyl7,999.9,85.16
x7NglH5TO4GP,rKXoWNJxVSE7,0Mzbc3aACMOQ,71.8,38.26
x2Anas9RnahS,R2ovLOXQbu6W,ww2Z1B2PFAzV,389.89,105.62
wKKQzb9dAUqX,LcoGCdCK3IYq,1tQEjUJuOyJ8,676.97,30.15
h72ROPYf0NZZ,UgkSjxoiV9Ev,UOGIrJtSldvd,56.89,18.4
DANH5wY59VqJ,QIbisvh9xDt6,bd8RhBYu7arp,98.6,2.46
TbtsPCw8WQLE,pzILY4Wq70GH,g6AdzghqF6DD,122.3,34.24
xXuyshFfSGqs,XyvgImfxAjqA,huGNV2x4UcKV,145.99,19.67
hJwNsBgwPR1T,vaQjTEBWaASb,yxfgQLIrpHFD,161,30.66
GdoYJd0L7kQo,24AgwBMFEDBG,RsUgQvBvc24M,849,53.53
9hWh3oEXIk37,DWI07vcxaNPj,UOGIrJtSldvd,404.88,23.7
wNuKbMnVl79G,Ffe8gTdmyO3U,4cJY064rRFhL,107.63,12.2
JpjzehQbDbkj,qeL3E0IxNO1b,8cMMpAAFEsxE,1815.91,20.9
wxmystJmVnr9,bzn6XmF1vt0Q,RKad98cTxhSb,16.29,22.86
sjsJXS4dqORF,UxXsDKFcywR5,tNJnfkCxzhmN,37.89,83.53
mQN6gwjdKwDq,UEDnV2dpF1dQ,WmtMR3pMZ4JQ,2600,47.55
Q5PdpLChztLO,0XKWf82bYQQP,NbmnFDgvI8Sm,98.6,6.87
MASBy0tcuRH6,necrrbMNcbik,8CQ9epWunOJD,1899,67.11
9LPKszMHCXmc,a56gDCewFNeA,y54r65sBi7Lk,1335,32.72
Ay2v3IcvnEC0,CmNuLTfTF12l,hd6t04omaVjn,18.04,98.15
C189p7vaCR3y,phBikVcs64AU,lE80LvZqGUwx,44.95,34.71
oorEcQrWBvfl,89oT9Pz9eQaA,7OKhjPME8ZK3,274.49,7.77
pdGMykmFFgDj,9NwzO0Pm0fDM,r7VxefoTVHbb,692,2.75
rhdeebCOB6yj,pTrK5MYzL4Ca,vlLUp3U56e8x,75.25,25.34
2JNCYLmdvAH2,SViMF6bGosRr,QVo9EUjjuncJ,131.35,10.33
L1o7ShmSYfns,PFfWzEvwqA4Q,yGbPyLPc8PmT,0.85,47.55
Nwgqc6RT3nva,DwErrH6eI5GJ,0Mzbc3aACMOQ,60.09,61.37
UWs6EG8yEllk,rfsGZzBijANi,Uhxp4jLBVzJq,28.82,14
jvf1jaFnBAOA,uPpeXA6kE0Fd,Q4lnHFw86sJd,153.75,144.38
oBZnpKxgXjOQ,fH435HCkrbMb,LLty41IbV7xo,733.95,79.39
6loUxcvLjhxa,B9ydGs63Ggy6,kYHploWLdvqh,820.05,30.66
20mBCinOeGa8,r3LHLieJAQjm,dHUHvmn8Gewy,127.77,47.55
E0xwRKhuvmc9,eeyWjfrLde8T,QBnqN8st5If7,14.5,42.62
FgH3tZB0TzFU,NnvybAZj9eXV,J8zCrgNURNmv,509.99,2.46
tz7MStBdMauL,UtVWQEl8HIwf,B6xdvm9ZtKUi,37.4,11.39
peUUkDpH9uwp,6LLE6LKjEgLq,AHG0TE6bRNNY,80.9,68.45
ZkOEw6dzDevL,kqnu9W3lQsng,1tQEjUJuOyJ8,849.5,93.52
H5OhxoCXXNrU,4Xb5ukKHqJxE,m5SOzC34vcuE,69.86,57.26
JbD5QB5SqOLw,hiS8cyRGLZE6,RFMenJSKu8hK,28.82,96.9
ycbzhxgrDweN,DXG0TFaZjGHO,V8Stg8HdXCTe,36.89,2.46
nP0NxekWvvRJ,T9PeUENWbJIH,DHOPtCppeECW,87.99,47.55
cAEUtDk6gqka,p8FbFeqC5g7a,rYXv8pduCNg2,18.1,77.93
aUkfDCtjwPru,BIcF7gmLhQof,JcRdnPnWEDp7,18.1,32.41
aCK1XHHf1fum,6im1C0ylXmnQ,wzHv2IUDc1Lh,222.98,14.59
KPBAw17tvH6l,oyBBCTHwM2mM,v7C619QzbXVy,91.33,114.08
X8MtryPNwnEO,a1I8dnLVWbW4,ENekhljjhevR,261,64.15
AuHyI7aHSWWD,MHVkan0gSlLG,8nCo4Zb12mDs,60.59,0.62
Ya0bKdSRN6cZ,u622sYCKyEZe,lAnSOSAjk3Uz,290,73.38
XCadlMhpZzya,w4YFJjKM42dS,ruq0u2ZpAMDr,128.99,12.59
d02siLyNoFlG,2H8n6x4BSkuT,UGCjf2WS6Uvy,929,163.52
ksRHlp1aNMKn,HOmP1uDiX01O,K0qPVGdA91KO,779,8.5
AuFgdyQ6UJEB,1rYxXZTQZsgS,nQlmkVGs3xYh,658.9,41.75
tWUsg1GF5Yus,yF64q9xEJpAU,vLWjzgEuN5Xb,514,39.2
rdDyNHlVOW9P,POcHuuJyRlQP,AHG0TE6bRNNY,67.9,23.6
8iC5QkxZE6H6,10L2iYzQO5ip,1tQEjUJuOyJ8,154,27.8
yxQIOnuld7Vv,LH2UTMzGymX1,aYpLAc7NKKe7,170.7,63.1
xYJiyxsiUE5F,ouoTDyMDJXoj,EmVwqW8hWMQ7,122.11,17.37
m5KpxHvzaqjs,VDEBigGAwD3J,RKad98cTxhSb,2689,127.22
5gehdPGMtZvR,fnp0g7c9bgeT,YyL84Vm0srCc,916,28.51
m3Qw1ELsEPTB,2NDHjxdUzmLC,QVo9EUjjuncJ,33.41,23.22
1CJT3PJh131h,TfFAol9U6UtE,aQxHF3Xjornh,2139.99,63.31
ko2sUcaAMFvu,3XLKFJwq289w,NQSslzhxLuGx,128.99,61.25
r5MjD4B2pAqn,SuFKND48vLAf,kT4UPkqxjZhU,27.18,17.44
EL99Y78lnlDu,YqsnCJmkUwAF,YZefkqPxwMyU,42.89,164.98
KZQmjZDKKrZT,EG4wDSpFyTth,TuPm19CMKvrM,58.1,64.25
bQo7VI5x351c,lJ5QXXw9k2Iq,RsUgQvBvc24M,58.99,34.08
44v9NPOUgUsH,NIf58dAxAmc9,2a07LobkzHUx,28.82,9.26
DbtyPnYiP8w7,4y0C3rsSif5O,16pMg4KJ3hIj,167,140.52
Bi61b60fIk02,6FjrxbT9ClXR,RsUgQvBvc24M,548,30.13
kGYYO1k29uUn,pKZ9j8dZfrYe,I4ffj2osK42R,89.21,34.33
ehE4rCz4Lk8C,f39dws6IRteN,5Ja2lH0N2OZt,384.09,51.06
ZP4Szmz7yHVF,dAz11YkQkoue,TuPm19CMKvrM,59.21,24.23
YpeuCkJBAADD,GJlcLzqGUQZv,8k0MN1tD94EB,75.25,21.96
wZbKu5eqxBPY,joJL5tsKMBt3,J8zCrgNURNmv,509.99,47.55
hlczNrG9OELh,2kY1ezd6oEdo,4rtH6c1PSmrF,206.57,12
M95HRGwG9nTB,Lcc3XKSxCCgn,GitjiMgsR0ch,188.8,22.52
wbWST0HtOM9N,pLTY1dxLye4c,WTbhLip6Y9IF,247.9,104.16
mT8HsPe0k5po,QCWnaEXNs9dk,wTlVvrwpHGz5,3124,3.03
NwwWAkuPNHfJ,43tazj2WmezZ,oGYw3FCx0i23,389.89,6.08
cqahLCkCpvJX,8NMpcxobMD46,l1pYW6GBnPMr,779.9,16.23
hkJ65f3ziGJY,D8qvW8E6A2G9,BGPWBRIq3VJB,134.57,34.33
lRjC3RiT6wre,k1G4RHt3R7Nk,K0qPVGdA91KO,1001,51.45
W9JhidTkaJPs,8mI5h5JIZDQC,DLmM2DglrH5g,320.99,36.01
54FbBzdWakyi,5DkegPXHMDGS,W4vKCv0p63wK,224.9,7.79
bs9I096kAHZt,oZ0vdy76LOkl,yWUu6WhwFUAg,820.05,47.55
1DXRQXbvV7Yl,eprI6SIIMwlP,mcvL4jGn9rQ4,71.99,10.3
ejc5FFFjFyMI,9NwzO0Pm0fDM,r7VxefoTVHbb,509.99,17.38
pLNRchGrEzRm,VXLnSTchXRb9,hd6t04omaVjn,347.45,13.96
iljarHAQ7ucB,tCUV6sOvY4eR,s9PULoMk80qE,56.89,19.65
zE18xrJBI42T,AMKIgKd1s17B,TuPm19CMKvrM,28.55,38.6
Lp7sq0wBVfdL,woBWodYTSkfb,EGW4UK5bOeEZ,104.2,23.18
78QQHJ9LT2hl,9cHC483eOIyP,Djfhy4pnkKOC,169.99,34.21
utfLirOjt9kh,cSnA1UKxqQpy,UOGIrJtSldvd,58.1,9.15
8KhRrIhsNxvv,UgkSjxoiV9Ev,UOGIrJtSldvd,56.89,18.4
oG3rsFRMPIIP,wVixVu9yCFCE,uHhpOBmvWDav,18.38,7.57
60fp1UUgwlZ2,t9fjxI8Ohizh,9j92elkDUCoM,3.5,18.05
AxuCtMBE95Q6,gCcVSdlEOuof,Djfhy4pnkKOC,107.63,59.94
NeRlDWBFzVrY,OC0OzjmplmGc,tijNBaiwsAmy,159.99,41.29
Z9Qh4yggjxvA,IJsswIGKyJVk,Q4lnHFw86sJd,128.99,37.07
nuxHMfCTs4o6,DuksRo7zoQS6,Djfhy4pnkKOC,128.99,13.81
GLY89KCY1unu,8MdydCn8EvNX,kiirS0of7bJI,72.4,25.47
qpwK6IF8A40k,SQd3hPGw7N91,AfrhtybONQw2,692,3.71
yMY2Q7fAZNGk,uoYYH9usTayw,quRHu0B8Aaes,692,321.46
0ab7Qdrfjd6L,O332ZRndALYI,yKLv906bPfTs,2899,17.44
AZNIkMV0GQwc,0XgSp44feZwn,pAOttUyt5jAq,42.89,47.55
B4FfW1c4b0RB,Biwi1BNtUB7l,r7VxefoTVHbb,509.99,17.38
FqNLVRcdxYus,c0q5BVvDDPHx,XePbD5Ocm6Yk,649.17,104.23
BayplrPODMi0,teYAOnLJcmg8,2ZJaGRSW74BZ,465.52,49.98
Vlmg9SZ5Upi7,5p5SFlWRdguH,yHsOFiqVrV1u,2899,67.11
2uSUNpwYhV1v,vwPq0nCxZM8j,Z5HZLMEMP8tD,31.5,17.78
vp5po8LCVV4m,ImXcl5EUQbrh,ZwPs6shk3lvP,749.99,23.25
Wx9yjtwXtWLe,VBq07NNCYrMq,UOGIrJtSldvd,122.3,9.62
mDnheEPZyW3r,FIhwTyUnAqGe,FBGg2AnNbjOH,48.65,132.76
3hThD6oeo1LZ,tAXwHs6fKjAg,8Wa4TXXm4Hcx,50.21,30.66
lddROTK2r5Vs,cjZ4OtQAYbu8,VyDYXaRCd51S,87.99,47.5
qpAULIi51jb1,z5XfF9kkctKX,dJLvQvaCyjGm,108.82,38.66
CxXJiEYrWElM,HOmP1uDiX01O,K0qPVGdA91KO,779,63.78
htJ4x07DRsrb,XQMeL2jNclrU,VvmFUE9QFqAk,36.3,109.73
4sXpOMZtV10g,1VxeR25Kl2ju,QNwKKOA9Ndbm,26.14,13.91
5uCZZa4p5OPV,z0SkWXtIgsX2,s9PULoMk80qE,75.25,32.4
os0WhWTHd7pE,vQHKwTxbtwnB,YlP5976VHgAM,109.6,34.33
8vxqmOm9GOUv,6FF0m3Deeq54,dUWPybHlml7C,575.99,30.02
aSbqZ4T7H01I,yqEQa9Xgam5J,AZrKDAcPEaGL,52.11,91.28
8nlNlb1s8Hz2,aVmPdNoysLYH,XLxN4hdOlYco,820,34.33
YSu3OASMqGlH,m8Yt7XB9Bb9P,RKad98cTxhSb,102.8,10.68
lbTT7IyG6SCf,htiVXvUsfePP,oQyUxx4bRXw9,198.5,12.59
yHxWGas6fi6v,7tqS6Bau0w8J,yrRN2gKIgYet,167,41.48
wK3k9U3GtUj4,FAVgC0FyYT8Q,WTbhLip6Y9IF,156.9,14.41
TyCa5422qfaX,EurJYuMniSRE,ZFqfQo19ObiI,100,25.87
Ip7ffdCaTOxu,miBlQEmdpC08,YFpQfLa7cGaY,19.3,104.72
TaskRX14BMqP,OeahtgeWTBOs,ek7MaeGx3Sqc,148.5,88.37
1UGTAHPbG2kx,nJ8KIeT9OllX,vufOqLeaCfeU,238.97,31
FXhWHNVgKDSz,BN7mbzyfagVn,nHGEkM2UCRjt,453.7,38.66
shEj3d5DgnWR,jCH6hZXILAGt,luzDO2kXE6wp,113.49,37.66
W54T2YFFJXUc,mqrnNPLgsDKO,4SRv5bbOf4fh,95.03,43.65
aB7Bdebyo8ip,7a2JQPwYiM1v,2UV2zaeUhNyA,125.46,46.26
EClJffXNHiEc,MSmCeIbvhMZb,Y6oJtGnt1biO,56.89,61.32
mRN3efxRm1xS,7QDy5f36l3Xw,9xdiogxz7kit,454.99,65.05
LCP8zwtkVMr1,BKF4Stwoyt2S,yWUu6WhwFUAg,100,4.85
Yph35A0IZXae,yAld7NY9dWlg,OatCslTeC5dl,188.8,36.65
WXlkqMhw75jD,OufPTFnIpDLs,lAnSOSAjk3Uz,75.25,33.82
4Jy5T3iRDT8o,HlwCgVs9hs1h,s9PULoMk80qE,1750,68.45
bj02U8rlSvPj,xdrZncPeF7MD,SgeUigb5Vbiv,16.2,103.62
2A8sXputAJ5p,F6UhHeH1T9YS,RYfITjCUelsn,156.3,61.32
hPOOw1LD1YUz,t5tmaeXe7zRf,s9PULoMk80qE,56.89,34.08
ngScw4MN68oY,YWxNxMu4wOKG,YVBAT3QqF9Qj,848.9,34.24
depV0l0jMl1d,BLeFNpoHkmnl,WTbhLip6Y9IF,79.8,2.94
6rlFVOjDbT9C,0vbEvli2JYJu,RKad98cTxhSb,95.03,63.22
dLop23iky8Mt,Zjmd9hNbmQ54,8GqfbwTd6g1Q,38.4,20.46
agImkwCdcbNy,9g1MJfWSj5q0,0kd4nvPqfBUC,38.9,133.15
ZoNBB6anMOzd,vHnEPJP2R48s,pgzEZp7qYHHI,125.46,61.22
2rHhjxl9k7FY,4kV9hTTpHRTz,60CZvBJuXsud,1375,42.38
DeLmR1DsjweJ,E9XKJWCUsx9I,24mjkJMrK51h,49.38,28.96
s1hryolHTwrs,hpms025LPgw1,4mKqWzXFLaBt,68.75,50.76
fM6yikaWuKGZ,FkrbFsVhfeOO,qI9UblMbsm1o,79.5,17.52
lWUPRiJDIJkx,e3A7loHfJNMi,dQCmV6mcOXGX,100,57.95
X72gvxrRXB1n,yHYm5ImBf6KN,A7s2wiNKJ3HW,44.91,47.55
iIoh82rVV5fl,pZro7tOGDM2O,Ojow6XCkBUQ8,89.1,99.88
lEWBYtCf0o8d,7ygwvbCJFuPx,RgI0dSuH1xBZ,89.1,34.6
DCwcZMDAZbwQ,Llc34brRaltI,fPb06UMDTWgq,110.25,89.82
CYH5IQhhCIbA,jrc0v3ZRw6Zg,ZNVgXvCvMqkS,266.55,51.45
paPE6WXUPHQk,PyjlDSHRGdSt,al4fWZ5NFQzG,100,20.53
KSnmPB9Y7bYt,i0t6ePDfTK1p,vLWjzgEuN5Xb,1094.04,6.44
YGPAtH7PQOug,l8x30aSmaYzi,xbr8ZnHWrWgb,117.56,47.5
hg5LcnQDjiX8,FmNNJfngLkqZ,b0BP2o1ZCErn,8.97,63.11
wCs4UQYxlt3r,NLrrBUcslDYS,i2VPd2aaDnzs,128.99,48.29
14MKdSPFBjVO,hBkiFwrYN6Zb,cea9IgayLO02,28.75,149.66
GQ0Ghv5emheE,dgjtcfgaqH3y,7jbSZkIw6pOe,159.9,2.18
5yQHdJXAhRXb,OuQqquC8NK0f,xVqnZmeeaibQ,17.91,6.15
lBKaKG4j0ui5,EYTC2Bw3pacu,EGW4UK5bOeEZ,282,30.41
AuPMpf8VOSEl,GHA7ht7cQ1q2,DHOPtCppeECW,189,21.19
aMtwCLHHpoeJ,Ve9DayxXmGC8,2IxTbqKqgUdA,9.57,13.82
Ek27mZhuOoA9,9jZHpkXBxtGl,YlP5976VHgAM,109.6,61.32
MZQasNAI9hMb,4xupTEMXxGZU,KH9VVC2iPaCb,66,49.72
B547ckd0Xk25,m49anWuLhoYz,MvBLo1GhlfWv,182.9,13.17
V4vVTU7zHvzG,EV3RPuyZ49GA,W4vKCv0p63wK,74.69,36.96
aUXtZtnIPDuq,EKW9q8FvSD8T,V3iKL8r9W9NR,723.74,34.74
GVhn8CFjreUV,71cSx2iGD759,fsdM6QZEnGMM,100,17.5
Dylnzoiyze7m,4rXCnXkrHHoi,7JtHJ8kiNtes,167,47.55
tjjVJ48RJRsX,XhG8mF1neyDA,nQlmkVGs3xYh,56.89,61.32
